microorganismo,antibiotico,s_cim,i_cim,r_cim,diametro_s_mm,diametro_i_mm,diametro_r_mm,notas
Anaeróbios,Vancomicina,21,-,>21,EP,EP,EP,1 Os pontos de corte são baseados em valores de corte epidemiológicos (ECOFFs) e se aplicam ao tratamento oral de infecções por C. difficile. Não há dados clínicos conclusivos sobre a relação entre CIMs e desfechos.
Anaeróbios,Fidaxomicina,"0,51",-,"0,51",EP,EP,EP,
Anaeróbios,Metronidazol,21,-,>21,EP,EP,EP,
Anaeróbios,Exemplos de halos de inibição para bactérias anaeróbias.,,,,,,,
Anaeróbios,"a) Se ocorrer uma névoa dentro do halo, ler a borda do halo mais evidente. Inclinar a placa em sua direção para definir melhor a borda mais evidente do halo.",,,,,,,
Anaeróbios,"b) Colônias isoladas dentro do halo de inibição devem ser levadas em consideração. Para a clindamicina, é particularmente importante examinar cuidadosamente os halos em busca de colônias crescendo dentro do halo.",,,,,,,
Anaeróbios,c) Ignorar a hemólise ao aferir os halos.,,,,,,,
H.pylori,Amoxicilina oral,"0,125",-,">0,125",,,,
H.pylori,Fluoroquinolonas,"Ponto de corte p/ CIM
 (mg/L)",,,,,,
H.pylori,Levofloxacino,1,-,>1,,,,
H.pylori,Macrolídeos,"Ponto de corte p/ CIM
 (mg/L)",,,,,,
H.pylori,Claritromicina,"0,25",-,">0,25",,,,
H.pylori,Tetraciclinas,"Ponto de corte p/ CIM
 (mg/L)",,,,,,
H.pylori,Tetraciclina,1,-,>1,,,,
H.pylori,Agentes diversos,"Ponto de corte p/ CIM
 (mg/L)",,,,,,
H.pylori,Metronidazol,8,-,>8,,,,
H.pylori,Rifampicina,1,-,>1,,,,
Listeria,Benzilpenicilina (infecções não meníngeas),1,-,>1,13,-,<13,
Listeria,Benzilpenicilina (meningite),EI,EI,EI,EI,EI,EI,
Listeria,Ampicilina iv (todas as indicações),1,-,>1,16,-,<16,
Listeria,Carbapenêmicos,"Ponto de corte p/ CIM
 (mg/L)",,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
Listeria,Meropenem (todas as indicações),"0,25",-,">0,25",26,-,<26,
Listeria,Fluoroquinolonas,"Ponto de corte p/ CIM
 (mg/L)",,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
Listeria,Moxifloxacino (meningite),EI,EI,EI,EI,EI,EI,
Listeria,Oxazolidinonas,Ponto de corte p/ CIM (mg/L),,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
Listeria,Linezolida (meningite),EI,EI,EI,EI,EI,EI,
Listeria,Macrolídeos,"Ponto de corte p/ CIM
 (mg/L)",,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
Listeria,Eritromicina (exceto meningites),1,-,>1,25,-,<25,
Listeria,Agentes diversos,"Ponto de corte p/ CIM
 (mg/L)",,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
Listeria,Sulfametoxazol-trimetoprima (todas as indicações)1,"0,06",-,">0,06",29,-,<29,1. Sulfametoxazol-trimetoprima na proporção 19:1. Os pontos de corte de CIM estão expressos como concentração de trimetoprima.
Pasteurella,Benzilpenicilina,"0,5",-,">0,5",17,-,<17,"1. Para fins de testes de sensibilidade, a concentração de ácido clavulânico é fixada em 2 mg/L."
Pasteurella,Ampicilina,1,-,>1,NotaA,NotaA,NotaA,
Pasteurella,Amoxicilina,1,-,>1,NotaA,NotaA,NotaA,A. Sensibilidade inferida a partir da sensibilidade à benzilpenicilina.
Pasteurella,Amoxicilina-ácido clavulânico,11,-,>11,15,-,<15,
Pasteurella,Cefalosporinas,"Ponto de corte p/ CIM
 (mg/L)",,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
Pasteurella,Cefotaxima,"0,03",-,">0,03",26,-,<26,
Pasteurella,Fluoroquinolonas,"Ponto de corte p/ CIM
 (mg/L)",,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
Pasteurella,Ciprofloxacino,"0,06",-,">0,06",27A,-,<27A,A. O teste de disco-difusão com ácido nalidíxico pode ser utilizado para triagem de resistência às fluoroquinolonas. Ver Nota B.                                                                                                                                                                           B. Isolados categorizados como teste de triagem negativo ao ácido nalidíxico (diâmetro do halo de inibição ≥23 mm) podem ser reportados como sensíveis ao ciprofloxacino e ao levofloxacino. Isolados categorizados como positivos (diâmetro do halo de inibição <23 mm) podem apresentar resistência às fluoroquinolonas e devem ser testados contra os antimicrobianos específicos ou reportados como resistentes.
Pasteurella,Levofloxacino,"0,06",-,">0,06",27A,-,<27A,
Pasteurella,Ácido nalidíxico (exclusivamente triagem),,,,23B,-,<23B,
Pasteurella,Pasteurella spp.,,,,,,,
Pasteurella,Regras de Especialistas e Fenótipos Esperados,,,,Documentos de orientação,,,"Para abreviações e explicações sobre pontos de corte, ver aba de Notas"
Pasteurella,Tetraciclinas,"Ponto de corte p/ CIM
 (mg/L)",,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
Pasteurella,Doxiciclina,1,-,>1,NotaA,NotaA,NotaA,A. Sensibilidade inferida a partir do teste de triagem com tetraciclina pelo método de disco-difusão.
Pasteurella,Tetraciclina (exclusivamente triagem),,,,24A,-,<24A,
Pasteurella,Agentes diversos,"Ponto de corte p/ CIM
 (mg/L)",,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
Pasteurella,Sulfametoxazol-trimetoprima1,"0,25",-,">0,25",23,-,<23,1.Sulfametoxazol-trimetoprima na proporção 19:1. Os pontos de corte de CIM estão expressos como concentração de trimetoprima.
Campylobacter,Ciprofloxacino,"0,001","0,002-0,5",">0,5",50,26-49,<26,
Campylobacter,Macrolídeos,"Ponto de corte p/ CIM
 (mg/L)",,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
Campylobacter,Azitromicina,Nota1,Nota1,Nota1,NotaA,NotaA,NotaA,1/A. A sensibilidade à azitromicina e à claritromicina pode ser inferida a partir da eritromicina.
Campylobacter,Claritromicina,Nota1,Nota1,Nota1,NotaA,NotaA,NotaA,
Campylobacter,"Eritromicina, C. jejuni",41,-,>41,20A,-,<20A,
Campylobacter,"Eritromicina, C. coli",81,-,>81,24A,-,<24A,
Campylobacter,Tetraciclinas,"Ponto de corte p/ CIM
 (mg/L)",,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
Campylobacter,Doxiciclina,Nota1,Nota1,Nota1,NotaA,NotaA,NotaA,1/A. A sensibilidade à doxiciclina pode ser inferida a partir da tetraciclina.
Campylobacter,Tetraciclina,21,-,>21,30A,-,<30A,
Corynebacterium,Benzilpenicilina,"0,001","0,002-1",>1,50,12-49,<12,
Corynebacterium,Fluoroquinolonas,"Ponto de corte p/ CIM
 (mg/L)",,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
Corynebacterium,Ciprofloxacino,"0,001","0,002-1",>1,50,25-49,<25,
Corynebacterium,Moxifloxacino,"0,5",-,">0,5",25,-,<25,
Corynebacterium,Aminoglicosídeos,"Ponto de corte p/ CIM
 (mg/L)",,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
Corynebacterium,Gentamicina,EI,EI,EI,EI,EI,EI,
Corynebacterium,Glicopeptídeos,"Ponto de corte p/ CIM
 (mg/L)",,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
Corynebacterium,Vancomicina,2,-,>2,17A,-,<17A,A. Isolados do tipo não-selvagem não estavam disponíveis durante o desenvolvimento do método de disco-difusão.
Corynebacterium,Corynebacterium spp.,,,,,,,
Corynebacterium,exceto C. diphtheriae e C. ulcerans,,,,,,,
Corynebacterium,Regras de Especialistas e Fenótipos Esperados,,,,,,,"Para abreviações e explicações sobre pontos de corte, ver aba de Notas"
Corynebacterium,Macrolídeos e lincosamidas,"Ponto de corte p/ CIM
 (mg/L)",,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
Corynebacterium,Clindamicina1,"0,5",-,">0,5",20,-,<20,"1. A resistência induzível à clindamicina pode ocorrer em Corynebacterium spp. A resistência pode ser detectada pelo antagonismo da atividade da clindamicina por um agente macrolídeo. O significado clínico é desconhecido. Atualmente, não há recomendação para o teste."
Corynebacterium,Tetraciclinas,"Ponto de corte p/ CIM
 (mg/L)",,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
Corynebacterium,Tetraciclina,2,-,>2,24,-,<24,
Corynebacterium,Oxazolidinonas,"Ponto de corte p/ CIM
 (mg/L)",,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
Corynebacterium,Linezolida,2,-,>2,25,-,<25,
Corynebacterium,Agentes diversos,"Ponto de corte p/ CIM
 (mg/L)",,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
Corynebacterium,Rifampicina,"0,06",-,">0,06",30,-,<30,
C.diphtheriae_C.ulcerans,Benzilpenicilina,"0,001","0,002-1",>1,50,12-49,<12,"1/A. Isolados classificados como ""sensível, aumentando exposição"" (I) à benzilpenicilina podem ser reportados como sensíveis à amoxicilina. Isolados resistentes à benzilpenicilina devem ser testados quanto à sensibilidade à amoxicilina ou reportados como resistentes."
C.diphtheriae_C.ulcerans,Amoxicilina,11,-,>11,NotaA,NotaA,NotaA,
C.diphtheriae_C.ulcerans,Cefalosporinas,"Ponto de corte p/ CIM
 (mg/L)",,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
C.diphtheriae_C.ulcerans,Cefotaxima,"0,0011","0,002-21",>21,50A,15-49A,<15A,"1/A. Isolados classificados como ""sensível, aumentando exposição"" (I) à benzilpenicilina podem ser reportados como ""sensível, aumentando exposição"" (I) à cefotaxima.  Isolados resistentes à benzilpenicilina devem ser testados quanto à sensibilidade à cefotaxima ou reportados como resistentes."
C.diphtheriae_C.ulcerans,Carbapenêmicos,"Ponto de corte p/ CIM
 (mg/L)",,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
C.diphtheriae_C.ulcerans,Meropenem,"0,251",-,">0,251",24A,-,<24A,"1/A. Isolados ""sensível, aumentando exposição"" (I) à benzilpenicilina podem ser reportados como sensíveis ao meropenem. Isolados resistentes à benzilpenicilina devem ser testados quanto à sensibilidade ao meropenem ou reportados como resistentes."
C.diphtheriae_C.ulcerans,Fluoroquinolonas,"Ponto de corte p/ CIM
 (mg/L)",,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
C.diphtheriae_C.ulcerans,Ciprofloxacino,"0,001","0,002-0,5",">0,5",50,24-49,<24,
C.diphtheriae_C.ulcerans,Corynebacterium diphtheriae e C. ulcerans,,,,,"Tabela de Pontos de Corte Clínicos do BrCAST-EUCAST, válida a partir de 01-02-2025",,
C.diphtheriae_C.ulcerans,Regras de Especialistas e Fenótipos Esperados,,,,,,,"Para abreviações e explicações sobre pontos de corte, ver aba de Notas"
C.diphtheriae_C.ulcerans,Macrolídeos e lincosamidas,"Ponto de corte p/ CIM
 (mg/L)",,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
C.diphtheriae_C.ulcerans,Eritromicina,"0,06",-,">0,06",24,-,<24,1. Isolados selvagens de C. ulcerans são menos sensíveis à clindamicina.
C.diphtheriae_C.ulcerans,"Clindamicina, C. diphtheriae1","0,5",-,">0,5",15,-,<15,
C.diphtheriae_C.ulcerans,Tetraciclinas,"Ponto de corte p/ CIM
 (mg/L)",,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
C.diphtheriae_C.ulcerans,Doxiciclina,"0,51",-,">0,51",NotaA,NotaA,NotaA,1/A. Isolados sensíveis à tetraciclina podem ser reportados como sensíveis à doxiciclina. Isolados resistentes à tetraciclina devem ser testados quanto à sensibilidade à doxiciclina ou reportados como resistentes.
C.diphtheriae_C.ulcerans,Tetraciclina,1,-,>1,24,,<24,
C.diphtheriae_C.ulcerans,Oxazolidinonas,"Ponto de corte p/ CIM
 (mg/L)",,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
C.diphtheriae_C.ulcerans,Linezolida,2,-,>2,25,-,<25,
C.diphtheriae_C.ulcerans,Agentes diversos,"Ponto de corte p/ CIM
 (mg/L)",,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
C.diphtheriae_C.ulcerans,Rifampicina,"0,06",-,">0,06",24,-,<24,1. Sulfametoxazol-trimetoprima na proporção 19:1. Pontos de corte expressos em concentração de trimetoprima.
C.diphtheriae_C.ulcerans,Sulfametoxazol-trimetoprima1,"0,5",-,">0,5",23,-,<23,
Aerococcus,Benzilpenicilina,"0,125",-,">0,125",21,-,<21,1/A. Sensibilidade inferida a partir da sensibilidade à ampicilina.
Aerococcus,Ampicilina,"0,25",-,">0,25",26,-,<26,
Aerococcus,Amoxicilina,Nota1,-,Nota1,NotaA,-,NotaA,
Aerococcus,Carbapenêmicos,"Ponto de corte p/ CIM
 (mg/L)",,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
Aerococcus,Meropenem,"0,25",-,">0,25",31,-,<31,
Aerococcus,Fluoroquinolonas,"Ponto de corte p/ CIM
 (mg/L)",,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
Aerococcus,Ciprofloxacino (exclusivamente ITU não complicada),2,-,>2,21A,-,<21A,"1. A sensibilidade pode ser inferida a partir da sensibilidade ao ciprofloxacino.

A. A sensibilidade pode ser inferida a partir da sensibilidade ao norfloxacino. Ver Nota C. 
B. A sensibilidade pode ser inferida a partir da sensibilidade ao ciprofloxacino ou norfloxacino. Ver Nota C. 
C. O teste de disco-difusão com norfloxacino pode ser utilizado para triagem de resistência às fluoroquinolonas."
Aerococcus,Levofloxacino (exclusivamente ITU não complicada),21,-,>21,NotaB,NotaB,NotaB,
Aerococcus,Norfloxacino (exclusivamente triagem),,,,17C,-,<17C,
Aerococcus,Glicopeptídeos,"Ponto de corte p/ CIM
 (mg/L)",,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
Aerococcus,Vancomicina,1,-,>1,16A,-,<16A,A. Isolados do tipo não-selvagem não estavam disponíveis durante o desenvolvimento do método de disco-difusão.
Aerococcus,Aerococcus sanguinicola e A. urinae,,,,,,,
Aerococcus,Regras de Especialistas e Fenótipos Esperados,,,,,,,"Para abreviações e explicações sobre pontos de corte, ver aba de Notas"
Aerococcus,Agentes diversos,"Ponto de corte p/ CIM
 (mg/L)",,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
Aerococcus,Nitrofurantoína (apenas ITU não complicada),16,-,>16,16,-,<16,
Aerococcus,Rifampicina,"0,125",-,">0,125",25,-,<25,
Kingella,Benzilpenicilina,"0,03",-,">0,03",25,-,<25,"1. Isolados produtores de β-lactamase podem ser reportados como resistentes à benzilpenicilina, à amoxicilina e à amoxicilina sem inibidores. Testes baseados em cefalosporina cromogênica podem ser utilizados na detecção de β-lactamase. Outros mecanismos de resistência aos β-lactâmicos que não sejam a produção de β-lactamase não foram, até o momento, descritos para K. kingae.
2/A. A sensibilidade pode ser inferida a partir da sensibilidade à benzilpenicilina.
3. A atividade antimicrobiana in vitro da concentração fixa de 2 mg/L de ácido clavulânico é tal que valores de CIM artificialmente baixos podem ser obtidos. Portanto, nenhum ponto de corte pode ser fornecido. Isso não afeta a disco-difusão, onde a concentração do inibidor diminui proporcionalmente com a concentração do agente."
Kingella,Ampicilina,"0,062",-,">0,062",NotaA,-,NotaA,
Kingella,Amoxicilina,"0,1252",-,">0,1252",NotaA,-,NotaA,
Kingella,Amoxicilina-ácido clavulânico,Nota3,Nota3,Nota3,22,-,<22,
Kingella,Cefalosporinas,"Ponto de corte p/ CIM
 (mg/L)",,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
Kingella,Cefotaxima,"0,125",-,">0,125",27,-,<27,
Kingella,Ceftriaxona,"0,06",-,">0,06",30,-,<30,
Kingella,Cefuroxima iv,"0,5",-,">0,5",29,-,<29,
Kingella,Carbapenêmicos,"Ponto de corte p/ CIM
 (mg/L)",,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
Kingella,Meropenem,"0,03",-,">0,03",30,-,<30,
Kingella,Kingella kingae,,,,,,,
Kingella,Regras de Especialistas e Fenótipos Esperados,,,,,,,"Para abreviações e explicações sobre pontos de corte, ver aba de Notas"
Kingella,Fluoroquinolonas,"Ponto de corte p/ CIM
 (mg/L)",,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
Kingella,Ciprofloxacino,"0,06",-,">0,06",28,-,<28,
Kingella,Levofloxacino,"0,125",-,">0,125",28,-,<28,
Kingella,Macrolídeos e lincosamidas,"Ponto de corte p/ CIM
 (mg/L)",,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
Kingella,Azitromicina,"0,251",-,">0,251",NotaA,NotaA,NotaA,1. A sensibilidade pode ser inferida a partir da sensibilidade à eritromicina.
Kingella,Claritromicina,"0,51",-,">0,51",NotaA,NotaA,NotaA,
Kingella,Eritromicina,"0,5",-,">0,5",20,-,<20,A. Inferir a sensibilidade a partir da sensibilidade à eritromicina.
Kingella,Clindamicina,-,-,-,-,-,-,
Kingella,Tetraciclinas,"Ponto de corte p/ CIM
 (mg/L)",,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
Kingella,Doxiciclina,"0,51",-,">0,51",NotaA,NotaA,NotaA,1/A. Tetraciclina pode ser usada para triagem de resistência às demais tetraciclinas. Isolados categorizados como sensíveis no podem ser reportados como sensíveis à doxiciclina. Isolados categorizados como resistentes devem ser testados quanto à sensibilidade à doxiciclina ou reportados como resistentes.
Kingella,Tetraciclina,"0,5",-,">0,5",28,-,<28,
Kingella,Agentes diversos,"Ponto de corte p/ CIM
 (mg/L)",,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
Kingella,Rifampicina,"0,5",-,">0,5",20,-,<20,1. Sulfametoxazol-trimetoprima na proporção 19:1. Os pontos de corte de CIM estão expressos como concentração de trimetoprima.
Kingella,Sulfametoxazol-trimetoprima1,"0,25",-,">0,25",28,-,<28,
Aeromonas,Cefepima,1,2-4,>4,27,24-26,<24,
Aeromonas,Ceftazidima,1,2-4,>4,24,21-23,<21,
Aeromonas,Monobactâmicos,"Ponto de corte p/ CIM
 (mg/L)",,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
Aeromonas,Aztreonam,1,2-4,>4,29,26-28,<26,
Aeromonas,Fluoroquinolonas,"Ponto de corte p/ CIM
 (mg/L)",,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
Aeromonas,Ciprofloxacino,"0,25","0,5",">0,5",27,24-26,<24,
Aeromonas,Levofloxacino,"0,5",1,>1,27,24-26,<24,
Aeromonas,Aeromonas spp.,,,,,,,
Aeromonas,Regras de Especialistas e Fenótipos Esperados,,,,,,,"Para abreviações e explicações sobre pontos de corte, ver aba de Notas"
Aeromonas,Agentes diversos,"Ponto de corte p/ CIM
 (mg/L)",,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
Aeromonas,Sulfametoxazol-trimetoprima1,2,4,>4,19A,16-18A,<16A,"1. Sulfametoxazol-trimetoprima na proporção 19:1. Os pontos de corte de CIM estão expressos como concentração de trimetoprima.                                                                                                                                                                                        A. Ao aferir o diâmetro do halo, considerar a borda bem definida e ignorar névoa ou crescimento dentro do halo. (Ver figuras abaixo)."
Aeromonas,Exemplos de halos de inibição de Aeromonas spp. com sulfametoxazol-trimetoprima,,,,,,,
Aeromonas,"a-c) Ao aferir o diâmetro do halo, considerar a borda bem definida do halo de inibição e ignorar névoa ou crescimento dentro do halo de inibição.",,,,,,,
A. xylosoxidans,Piperacilina-tazobactam,41,-,>41,26,-,<26,"1. Para fins de testes de sensibilidade, a concentração de tazobactam é fixada em 4 mg/L."
A. xylosoxidans,Cefalosporinas,"Ponto de corte p/ CIM
 (mg/L)",,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
A. xylosoxidans,Cefiderocol1,Nota2,Nota2,Nota2,NotaA,NotaA,NotaA,"1. A determinação da CIM por microdiluição em caldo deve ser realizada em caldo Mueller-Hinton com depleção de ferro e instruções específicas de leitura devem ser seguidas. Para condições de teste e instruções de leitura, consultar https://www.eucast.org/eucastguidancedocuments/.
2/A. A atividade in vitro do cefiderocol contra Achromobacter xylosoxidans é comparável à atividade do agente contra Enterobacterales e também há dados em animais que sugerem eficácia. No entanto, não há dados clínicos suficientes para determinar um ponto de corte clínico. Isolados com valores de CIM ≤ 0,5 mg/L (diâmetro do halo ≥ 26 mm) são, em sua maioria, desprovidos de mecanismos de resistência. Isolados com CIMs de 1-2 mg/L apresentam mecanismos de resistência adquiridos que podem resultar em resposta clínica inadequada. Isolados com valores de CIM > 2 mg/L (diâmetro do halo < 22 mm) provavelmente serão resistentes."
A. xylosoxidans,Carbapenêmicos,"Ponto de corte p/ CIM
 (mg/L)",,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
A. xylosoxidans,Meropenem,1,2-4,>4,26,20-25,<20,
A. xylosoxidans,Achromobacter xylosoxidans,,,,,,,
A. xylosoxidans,Regras de Especialistas e Fenótipos Esperados,,,,Documentos de orientação,,,"Para abreviações e explicações sobre pontos de corte, ver aba de Notas"
A. xylosoxidans,Agentes diversos,"Ponto de corte p/ CIM
 (mg/L)",,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
A. xylosoxidans,Sulfametoxazol-trimetoprima1,"0,125",-,">0,125",26A,-,<26A,"1. Sulfametoxazol-trimetoprima na proporção 19:1. Os pontos de corte de CIM estão expressos como concentração de trimetoprima.

A.  Pode haver crescimento dentro da halo de inibição. A densidade do crescimento pode variar de uma névoa fina a um crescimento substancial (ver figuras abaixo). Ignorar o crescimento dentro do halo de inibição e ler o diâmetro externo visível do halo de inibição."
A. xylosoxidans,Exemplos de halos de inibição de A. xylosoxidans ao testar sulfametoxazol-trimetoprima.,,,,,,,
A. xylosoxidans,a-b) Um halo externo pode ser visualizado. Ler a borda externa do halo de inibição e interpretar conforme os pontos de corte.,,,,,,,
A. xylosoxidans,c) Crescimento até a borda do disco e sem sinal de halo de inibição. Reportar como resistente.,,,,,,,
Vibrio,Piperacilina-tazobactam,11,-,>11,26,-,<26,"1. Para fins de teste de sensibilidade, a concentração de tazobactam é fixada em 4 mg/L."
Vibrio,Cefalosporinas,Ponto de corte p/ CIM (mg/L),,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
Vibrio,Cefotaxima,"0,25",-,">0,25",21,-,<21,
Vibrio,"Cefotaxima, V. fluvialis",EI,EI,EI,EI,EI,EI,
Vibrio,Ceftazidima,1,-,>1,22,-,<22,
Vibrio,Carbapenêmicos,Ponto de corte p/ CIM (mg/L),,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
Vibrio,Meropenem,"0,5",-,">0,5",24,-,<24,
Vibrio,Fluoroquinolonas,Ponto de corte p/ CIM (mg/L),,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
Vibrio,Ciprofloxacino,"0,25",-,">0,25",23A,-,<23A,A. A sensibilidade ao ciprofloxacino e ao levofloxacino pode ser inferida a partir do teste de triagem de disco-difusão com pefloxacino.
Vibrio,Levofloxacino,"0,25",-,">0,25",23A,-,<23A,
Vibrio,Pefloxacino (exclusivamente triagem),,,,22A,-,<22A,
Vibrio,Vibrio spp.,,,,,,,
Vibrio,Regras de Especialistas e Fenótipos Esperados,,,,,,,"Para abreviações e explicações sobre pontos de corte, ver aba de Notas"
Vibrio,Macrolídeos,Ponto de corte p/ CIM (mg/L),,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
Vibrio,Azitromicina,4,-,>4,16A,-,<16A,"1/A. A sensibilidade à azitromicina (e à eritromicina, quando azitromicina não está disponível) é inferida a partir do teste de disco-difusão com eritromicina."
Vibrio,Eritromicina (exclusivamente triagem)1,,,,12A,-,<12A,
Vibrio,Tetraciclinas,Ponto de corte p/ CIM (mg/L),,,Ponto de corte p/ diâmetro do halo (mm),,,"Notas 
Números para comentários gerais e/ou pontos de corte para CIM. 
Letras para comentários sobre disco-difusão."
